5 Minutes,Flow (Veh/5 Minutes)
3-19-2021 2:35,15
3-19-2021 2:39,13
3-19-2021 2:44,17
3-19-2021 2:50,13
3-19-2021 2:55,13
3-19-2021 3:00,17
3-19-2021 3:04,15
3-19-2021 3:09,13
3-19-2021 3:15,13
3-19-2021 3:20,10
3-19-2021 3:24,11
3-19-2021 3:29,13
3-19-2021 3:35,12
3-19-2021 3:40,13
3-19-2021 3:45,20
3-19-2021 3:49,14
3-19-2021 3:54,17
3-19-2021 4:00,15
3-19-2021 4:05,13
3-19-2021 4:09,14
3-19-2021 4:14,16
3-19-2021 4:20,13
3-19-2021 4:25,14
3-19-2021 4:30,14
3-19-2021 4:34,20
3-19-2021 4:39,23
3-19-2021 4:45,24
3-19-2021 4:50,19
3-19-2021 4:54,20
3-19-2021 4:59,20
3-19-2021 5:05,30
3-19-2021 5:10,25
3-19-2021 5:15,32
3-19-2021 5:19,29
3-19-2021 5:24,30
3-19-2021 5:30,28
3-19-2021 5:35,29
3-19-2021 5:39,33
3-19-2021 5:44,44
3-19-2021 5:50,28
3-19-2021 5:55,33
3-19-2021 6:00,34
3-19-2021 6:04,41
3-19-2021 6:09,44
3-19-2021 6:15,37
3-19-2021 6:20,54
3-19-2021 6:24,58
3-19-2021 6:29,57
3-19-2021 6:35,65
3-19-2021 6:40,53
3-19-2021 6:45,65
3-19-2021 6:49,60
3-19-2021 6:54,51
3-19-2021 7:00,53
3-19-2021 7:05,56
3-19-2021 7:09,52
3-19-2021 7:14,62
3-19-2021 7:20,70
3-19-2021 7:25,63
3-19-2021 7:30,62
3-19-2021 7:34,80
3-19-2021 7:39,71
3-19-2021 7:45,81
3-19-2021 7:50,88
3-19-2021 7:54,71
3-19-2021 7:59,65
3-19-2021 8:05,68
3-19-2021 8:10,85
3-19-2021 8:15,82
3-19-2021 8:19,66
3-19-2021 8:24,73
3-19-2021 8:30,75
3-19-2021 8:35,62
3-19-2021 8:39,77
3-19-2021 8:44,82
3-19-2021 8:50,69
3-19-2021 8:55,69
3-19-2021 9:00,83
3-19-2021 9:04,59
3-19-2021 9:09,71
3-19-2021 9:15,78
3-19-2021 9:20,64
3-19-2021 9:24,69
3-19-2021 9:29,81
3-19-2021 9:35,69
3-19-2021 9:40,77
3-19-2021 9:45,80
3-19-2021 9:49,60
3-19-2021 9:54,70
3-19-2021 10:00,65
3-19-2021 10:05,69
3-19-2021 10:09,64
3-19-2021 10:14,71
3-19-2021 10:20,69
3-19-2021 10:25,65
3-19-2021 10:30,69
3-19-2021 10:34,68
3-19-2021 10:39,67
3-19-2021 10:45,78
3-19-2021 10:50,61
3-19-2021 10:54,61
3-19-2021 10:59,81
3-19-2021 11:05,71
3-19-2021 11:10,69
3-19-2021 11:15,75
3-19-2021 11:19,67
3-19-2021 11:24,76
3-19-2021 11:30,79
3-19-2021 11:35,65
3-19-2021 11:39,66
3-19-2021 11:44,79
3-19-2021 11:50,75
3-19-2021 11:55,77
3-19-2021 12:00,76
3-19-2021 12:04,71
3-19-2021 12:09,66
3-19-2021 12:15,83
3-19-2021 12:20,65
3-19-2021 12:24,69
3-19-2021 12:29,73
3-19-2021 12:35,69
3-19-2021 12:40,63
3-19-2021 12:45,64
3-19-2021 12:49,44
3-19-2021 12:54,34
3-19-2021 13:00,62
3-19-2021 13:05,75
3-19-2021 13:09,62
3-19-2021 13:14,69
3-19-2021 13:20,80
3-19-2021 13:25,69
3-19-2021 13:30,69
3-19-2021 13:34,78
3-19-2021 13:39,69
3-19-2021 13:45,68
3-19-2021 13:50,72
3-19-2021 13:54,67
3-19-2021 13:59,58
3-19-2021 14:05,103
3-19-2021 14:10,62
3-19-2021 14:15,76
3-19-2021 14:19,67
3-19-2021 14:24,73
3-19-2021 14:30,57
3-19-2021 14:35,76
3-19-2021 14:39,68
3-19-2021 14:44,70
3-19-2021 14:50,76
3-19-2021 14:55,69
3-19-2021 15:00,66
3-19-2021 15:04,77
3-19-2021 15:09,64
3-19-2021 15:15,66
3-19-2021 15:20,75
3-19-2021 15:24,65
3-19-2021 15:29,65
3-19-2021 15:35,82
3-19-2021 15:40,69
3-19-2021 15:45,69
3-19-2021 15:49,77
3-19-2021 15:54,69
3-19-2021 16:00,72
3-19-2021 16:05,78
3-19-2021 16:09,58
3-19-2021 16:14,62
3-19-2021 16:20,77
3-19-2021 16:25,66
3-19-2021 16:30,68
3-19-2021 16:34,73
3-19-2021 16:39,61
3-19-2021 16:45,75
3-19-2021 16:50,71
3-19-2021 16:54,68
3-19-2021 16:59,69
3-19-2021 17:05,76
3-19-2021 17:10,69
3-19-2021 17:15,68
3-19-2021 17:19,77
3-19-2021 17:24,69
3-19-2021 17:30,64
3-19-2021 17:35,80
3-19-2021 17:39,64
3-19-2021 17:44,66
3-19-2021 17:50,75
3-19-2021 17:55,65
3-19-2021 18:00,69
3-19-2021 18:04,76
3-19-2021 18:09,54
3-19-2021 18:15,66
3-19-2021 18:20,70
3-19-2021 18:24,58
3-19-2021 18:29,58
3-19-2021 18:35,60
3-19-2021 18:40,57
3-19-2021 18:45,52
3-19-2021 18:49,55
3-19-2021 18:54,44
3-19-2021 19:00,60
3-19-2021 19:05,64
3-19-2021 19:09,79
3-19-2021 19:14,63
3-19-2021 19:20,71
3-19-2021 19:25,78
3-19-2021 19:30,67
3-19-2021 19:34,65
3-19-2021 19:39,81
3-19-2021 19:45,65
3-19-2021 19:50,69
3-19-2021 19:54,79
3-19-2021 19:59,64
3-19-2021 20:05,76
3-19-2021 20:10,47
3-19-2021 20:15,74
3-19-2021 20:19,65
3-19-2021 20:24,69
3-19-2021 20:30,78
3-19-2021 20:35,64
3-19-2021 20:39,66
3-19-2021 20:44,72
3-19-2021 20:50,64
3-19-2021 20:55,60
3-19-2021 21:00,72
3-19-2021 21:04,61
3-19-2021 21:09,60
3-19-2021 21:15,75
3-19-2021 21:20,62
3-19-2021 21:24,62
3-19-2021 21:29,69
3-19-2021 21:35,55
3-19-2021 21:40,55
3-19-2021 21:45,62
3-19-2021 21:49,62
3-19-2021 21:54,62
3-19-2021 22:00,61
3-19-2021 22:05,58
3-19-2021 22:09,65
3-19-2021 22:14,71
3-19-2021 22:20,57
3-19-2021 22:25,55
3-19-2021 22:30,64
3-19-2021 22:34,56
3-19-2021 22:39,52
3-19-2021 22:45,62
3-19-2021 22:50,51
3-19-2021 22:54,46
3-19-2021 22:59,59
3-19-2021 23:05,54
3-19-2021 23:10,46
3-19-2021 23:15,59
3-19-2021 23:19,42
3-19-2021 23:24,44
3-19-2021 23:30,50
3-19-2021 23:35,56
3-19-2021 23:39,61
3-19-2021 23:44,60
3-19-2021 23:50,43
3-19-2021 23:55,48
3-20-2021 0:00,41
3-20-2021 0:04,31
3-20-2021 0:09,40
3-20-2021 0:15,37
3-20-2021 0:20,38
3-20-2021 0:24,29
3-20-2021 0:29,35
3-20-2021 0:35,38
3-20-2021 0:40,32
3-20-2021 0:45,34
3-20-2021 0:49,24
3-20-2021 0:54,23
3-20-2021 1:00,21
3-20-2021 1:05,28
3-20-2021 1:09,27
3-20-2021 1:14,20
3-20-2021 1:20,21
3-20-2021 1:25,18
3-20-2021 1:30,22
3-20-2021 1:34,20
3-20-2021 1:39,27
3-20-2021 1:45,21
3-20-2021 1:50,16
3-20-2021 1:54,17
3-20-2021 1:59,22
3-20-2021 2:05,21
3-20-2021 2:10,15
3-20-2021 2:15,18
3-20-2021 2:19,16
3-20-2021 2:24,17
3-20-2021 2:30,20
3-20-2021 2:35,13
3-20-2021 2:39,14
3-20-2021 2:44,19
3-20-2021 2:50,14
3-20-2021 2:55,15
3-20-2021 3:00,17
3-20-2021 3:04,15
3-20-2021 3:09,20
3-20-2021 3:15,18
3-20-2021 3:20,16
3-20-2021 3:24,18
3-20-2021 3:29,13
3-20-2021 3:35,20
3-20-2021 3:40,13
3-20-2021 3:45,13
3-20-2021 3:49,20
3-20-2021 3:54,17
3-20-2021 4:00,17
3-20-2021 4:05,18
3-20-2021 4:09,18
3-20-2021 4:14,17
3-20-2021 4:20,18
3-20-2021 4:25,13
3-20-2021 4:30,17
3-20-2021 4:34,20
3-20-2021 4:39,15
3-20-2021 4:45,20
3-20-2021 4:50,26
3-20-2021 4:54,13
3-20-2021 4:59,23
3-20-2021 5:05,22
3-20-2021 5:10,17
3-20-2021 5:15,30
3-20-2021 5:19,21
3-20-2021 5:24,23
3-20-2021 5:30,27
3-20-2021 5:35,25
3-20-2021 5:39,28
3-20-2021 5:44,21
3-20-2021 5:50,22
3-20-2021 5:55,27
3-20-2021 6:00,30
3-20-2021 6:04,32
3-20-2021 6:09,32
3-20-2021 6:15,35
3-20-2021 6:20,27
3-20-2021 6:24,27
3-20-2021 6:29,44
3-20-2021 6:35,38
3-20-2021 6:40,41
3-20-2021 6:45,41
3-20-2021 6:49,31
3-20-2021 6:54,36
3-20-2021 7:00,38
3-20-2021 7:05,36
3-20-2021 7:09,36
3-20-2021 7:14,48
3-20-2021 7:20,41
3-20-2021 7:25,41
3-20-2021 7:30,55
3-20-2021 7:34,55
3-20-2021 7:39,57
3-20-2021 7:45,69
3-20-2021 7:50,67
3-20-2021 7:54,48
3-20-2021 7:59,53
3-20-2021 8:05,41
3-20-2021 8:10,55
3-20-2021 8:15,73
3-20-2021 8:19,46
3-20-2021 8:24,58
3-20-2021 8:30,64
3-20-2021 8:35,73
3-20-2021 8:39,65
3-20-2021 8:44,63
3-20-2021 8:50,64
3-20-2021 8:55,67
3-20-2021 9:00,75
3-20-2021 9:04,68
3-20-2021 9:09,62
3-20-2021 9:15,88
3-20-2021 9:20,68
3-20-2021 9:24,69
3-20-2021 9:29,76
3-20-2021 9:35,72
3-20-2021 9:40,68
3-20-2021 9:45,104
3-20-2021 9:49,73
3-20-2021 9:54,55
3-20-2021 10:00,89
3-20-2021 10:05,110
3-20-2021 10:09,80
3-20-2021 10:14,71
3-20-2021 10:20,79
3-20-2021 10:25,73
3-20-2021 10:30,74
3-20-2021 10:34,80
3-20-2021 10:39,71
3-20-2021 10:45,81
3-20-2021 10:50,78
3-20-2021 10:54,72
3-20-2021 10:59,83
3-20-2021 11:05,74
3-20-2021 11:10,64
3-20-2021 11:15,90
3-20-2021 11:19,82
3-20-2021 11:24,64
3-20-2021 11:30,83
3-20-2021 11:35,79
3-20-2021 11:39,69
3-20-2021 11:44,90
3-20-2021 11:50,73
3-20-2021 11:55,66
3-20-2021 12:00,76
3-20-2021 12:04,72
3-20-2021 12:09,72
3-20-2021 12:15,63
3-20-2021 12:20,71
3-20-2021 12:24,62
3-20-2021 12:29,81
3-20-2021 12:35,58
3-20-2021 12:40,68
3-20-2021 12:45,75
3-20-2021 12:49,73
3-20-2021 12:54,73
3-20-2021 13:00,78
3-20-2021 13:05,75
3-20-2021 13:09,65
3-20-2021 13:14,87
3-20-2021 13:20,69
3-20-2021 13:25,75
3-20-2021 13:30,81
3-20-2021 13:34,72
3-20-2021 13:39,70
3-20-2021 13:45,79
3-20-2021 13:50,67
3-20-2021 13:54,75
3-20-2021 13:59,77
3-20-2021 14:05,71
3-20-2021 14:10,61
3-20-2021 14:15,71
3-20-2021 14:19,83
3-20-2021 14:24,61
3-20-2021 14:30,82
3-20-2021 14:35,69
3-20-2021 14:39,64
3-20-2021 14:44,75
3-20-2021 14:50,73
3-20-2021 14:55,68
3-20-2021 15:00,70
3-20-2021 15:04,70
3-20-2021 15:09,64
3-20-2021 15:15,75
3-20-2021 15:20,80
3-20-2021 15:24,59
3-20-2021 15:29,68
3-20-2021 15:35,67
3-20-2021 15:40,67
3-20-2021 15:45,80
3-20-2021 15:49,76
3-20-2021 15:54,69
3-20-2021 16:00,76
3-20-2021 16:05,62
3-20-2021 16:09,57
3-20-2021 16:14,76
3-20-2021 16:20,68
3-20-2021 16:25,62
3-20-2021 16:30,70
3-20-2021 16:34,72
3-20-2021 16:39,62
3-20-2021 16:45,70
3-20-2021 16:50,70
3-20-2021 16:54,63
3-20-2021 16:59,76
3-20-2021 17:05,72
3-20-2021 17:10,69
3-20-2021 17:15,77
3-20-2021 17:19,70
3-20-2021 17:24,65
3-20-2021 17:30,71
3-20-2021 17:35,64
3-20-2021 17:39,63
3-20-2021 17:44,75
3-20-2021 17:50,69
3-20-2021 17:55,70
3-20-2021 18:00,78
3-20-2021 18:04,72
3-20-2021 18:09,64
3-20-2021 18:15,79
3-20-2021 18:20,69
3-20-2021 18:24,66
3-20-2021 18:29,75
3-20-2021 18:35,66
3-20-2021 18:40,67
3-20-2021 18:45,76
3-20-2021 18:49,73
3-20-2021 18:54,76
3-20-2021 19:00,76
3-20-2021 19:05,67
3-20-2021 19:09,63
3-20-2021 19:14,77
3-20-2021 19:20,70
3-20-2021 19:25,68
3-20-2021 19:30,77
3-20-2021 19:34,63
3-20-2021 19:39,69
3-20-2021 19:45,77
3-20-2021 19:50,69
3-20-2021 19:54,63
3-20-2021 19:59,78
3-20-2021 20:05,73
3-20-2021 20:10,66
3-20-2021 20:15,76
3-20-2021 20:19,67
3-20-2021 20:24,64
3-20-2021 20:30,73
3-20-2021 20:35,81
3-20-2021 20:39,66
3-20-2021 20:44,70
3-20-2021 20:50,51
3-20-2021 20:55,62
3-20-2021 21:00,69
3-20-2021 21:04,72
3-20-2021 21:09,55
3-20-2021 21:15,69
3-20-2021 21:20,37
3-20-2021 21:24,57
3-20-2021 21:29,72
3-20-2021 21:35,61
3-20-2021 21:40,55
3-20-2021 21:45,76
3-20-2021 21:49,55
3-20-2021 21:54,52
3-20-2021 22:00,62
3-20-2021 22:05,59
3-20-2021 22:09,62
3-20-2021 22:14,74
3-20-2021 22:20,63
3-20-2021 22:25,56
3-20-2021 22:30,69
3-20-2021 22:34,65
3-20-2021 22:39,62
3-20-2021 22:45,54
3-20-2021 22:50,54
3-20-2021 22:54,52
3-20-2021 22:59,48
3-20-2021 23:05,45
3-20-2021 23:10,51
3-20-2021 23:15,55
3-20-2021 23:19,44
3-20-2021 23:24,41
3-20-2021 23:30,54
3-20-2021 23:35,51
3-20-2021 23:39,52
3-20-2021 23:44,63
3-20-2021 23:50,40
3-20-2021 23:55,36
3-21-2021 0:00,48
3-21-2021 0:04,43
3-21-2021 0:09,33
3-21-2021 0:15,40
3-21-2021 0:20,39
3-21-2021 0:24,31
3-21-2021 0:29,35
3-21-2021 0:35,30
3-21-2021 0:40,26
3-21-2021 0:45,27
3-21-2021 0:49,31
3-21-2021 0:54,20
3-21-2021 1:00,29
3-21-2021 1:05,18
3-21-2021 1:09,21
3-21-2021 1:14,28
3-21-2021 1:20,24
3-21-2021 1:25,27
3-21-2021 1:30,27
3-21-2021 1:34,22
3-21-2021 1:39,16
3-21-2021 1:45,18
3-21-2021 1:50,14
3-21-2021 1:54,13
3-21-2021 1:59,15
3-21-2021 2:05,24
3-21-2021 2:10,18
3-21-2021 2:15,27
3-21-2021 2:19,15
3-21-2021 2:24,14
3-21-2021 2:30,16
3-21-2021 2:35,18
3-21-2021 2:39,20
3-21-2021 2:44,14
3-21-2021 2:50,17
3-21-2021 2:55,14
3-21-2021 3:00,19
3-21-2021 3:04,14
3-21-2021 3:09,15
3-21-2021 3:15,17
3-21-2021 3:20,18
3-21-2021 3:24,13
3-21-2021 3:29,16
3-21-2021 3:35,17
3-21-2021 3:40,13
3-21-2021 3:45,15
3-21-2021 3:49,9
3-21-2021 3:54,20
3-21-2021 4:00,14
3-21-2021 4:05,11
3-21-2021 4:09,15
3-21-2021 4:14,19
3-21-2021 4:20,12
3-21-2021 4:25,17
3-21-2021 4:30,19
3-21-2021 4:34,16
3-21-2021 4:39,13
3-21-2021 4:45,16
3-21-2021 4:50,14
3-21-2021 4:54,11
3-21-2021 4:59,20
3-21-2021 5:05,18
3-21-2021 5:10,15
3-21-2021 5:15,21
3-21-2021 5:19,19
3-21-2021 5:24,17
3-21-2021 5:30,22
3-21-2021 5:35,17
3-21-2021 5:39,24
3-21-2021 5:44,19
3-21-2021 5:50,23
3-21-2021 5:55,18
3-21-2021 6:00,27
3-21-2021 6:04,17
3-21-2021 6:09,23
3-21-2021 6:15,29
3-21-2021 6:20,31
3-21-2021 6:24,29
3-21-2021 6:29,30
3-21-2021 6:35,27
3-21-2021 6:40,33
3-21-2021 6:45,30
3-21-2021 6:49,31
3-21-2021 6:54,21
3-21-2021 7:00,34
3-21-2021 7:05,34
3-21-2021 7:09,29
3-21-2021 7:14,45
3-21-2021 7:20,27
3-21-2021 7:25,37
3-21-2021 7:30,38
3-21-2021 7:34,48
3-21-2021 7:39,46
3-21-2021 7:45,41
3-21-2021 7:50,48
3-21-2021 7:54,46
3-21-2021 7:59,53
3-21-2021 8:05,53
3-21-2021 8:10,39
3-21-2021 8:15,58
3-21-2021 8:19,44
3-21-2021 8:24,41
3-21-2021 8:30,55
3-21-2021 8:35,52
3-21-2021 8:39,47
3-21-2021 8:44,52
3-21-2021 8:50,47
3-21-2021 8:55,48
3-21-2021 9:00,50
3-21-2021 9:04,60
3-21-2021 9:09,58
3-21-2021 9:15,58
3-21-2021 9:20,55
3-21-2021 9:24,63
3-21-2021 9:29,72
3-21-2021 9:35,70
3-21-2021 9:40,62
3-21-2021 9:45,72
3-21-2021 9:49,66
3-21-2021 9:54,50
3-21-2021 10:00,65
3-21-2021 10:05,53
3-21-2021 10:09,55
3-21-2021 10:14,48
3-21-2021 10:20,43
3-21-2021 10:25,72
3-21-2021 10:30,84
3-21-2021 10:34,64
3-21-2021 10:39,82
3-21-2021 10:45,75
3-21-2021 10:50,67
3-21-2021 10:54,78
3-21-2021 10:59,80
3-21-2021 11:05,64
3-21-2021 11:10,74
3-21-2021 11:15,76
3-21-2021 11:19,69
3-21-2021 11:24,72
3-21-2021 11:30,64
3-21-2021 11:35,47
3-21-2021 11:39,67
3-21-2021 11:44,77
3-21-2021 11:50,77
3-21-2021 11:55,69
3-21-2021 12:00,79
3-21-2021 12:04,71
3-21-2021 12:09,65
3-21-2021 12:15,83
3-21-2021 12:20,72
3-21-2021 12:24,64
3-21-2021 12:29,73
3-21-2021 12:35,76
3-21-2021 12:40,67
3-21-2021 12:45,74
3-21-2021 12:49,76
3-21-2021 12:54,69
3-21-2021 13:00,80
3-21-2021 13:05,76
3-21-2021 13:09,67
3-21-2021 13:14,75
3-21-2021 13:20,76
3-21-2021 13:25,64
3-21-2021 13:30,79
3-21-2021 13:34,73
3-21-2021 13:39,62
3-21-2021 13:45,76
3-21-2021 13:50,19
3-21-2021 13:54,34
3-21-2021 13:59,78
3-21-2021 14:05,77
3-21-2021 14:10,66
3-21-2021 14:15,82
3-21-2021 14:19,73
3-21-2021 14:24,64
3-21-2021 14:30,73
3-21-2021 14:35,75
3-21-2021 14:39,68
3-21-2021 14:44,79
3-21-2021 14:50,73
3-21-2021 14:55,64
3-21-2021 15:00,72
3-21-2021 15:04,72
3-21-2021 15:09,52
3-21-2021 15:15,75
3-21-2021 15:20,75
3-21-2021 15:24,72
3-21-2021 15:29,69
3-21-2021 15:35,74
3-21-2021 15:40,71
3-21-2021 15:45,80
3-21-2021 15:49,75
3-21-2021 15:54,69
3-21-2021 16:00,78
3-21-2021 16:05,76
3-21-2021 16:09,69
3-21-2021 16:14,85
3-21-2021 16:20,78
3-21-2021 16:25,68
3-21-2021 16:30,70
3-21-2021 16:34,67
3-21-2021 16:39,68
3-21-2021 16:45,76
3-21-2021 16:50,78
3-21-2021 16:54,66
3-21-2021 16:59,62
3-21-2021 17:05,78
3-21-2021 17:10,62
3-21-2021 17:15,73
3-21-2021 17:19,79
3-21-2021 17:24,65
3-21-2021 17:30,76
3-21-2021 17:35,76
3-21-2021 17:39,63
3-21-2021 17:44,69
3-21-2021 17:50,81
3-21-2021 17:55,35
3-21-2021 18:00,69
3-21-2021 18:04,85
3-21-2021 18:09,70
3-21-2021 18:15,69
3-21-2021 18:20,54
3-21-2021 18:24,88
3-21-2021 18:29,66
3-21-2021 18:35,66
3-21-2021 18:40,76
3-21-2021 18:45,75
3-21-2021 18:49,70
3-21-2021 18:54,83
3-21-2021 19:00,74
3-21-2021 19:05,62
3-21-2021 19:09,76
3-21-2021 19:14,78
3-21-2021 19:20,68
3-21-2021 19:25,78
3-21-2021 19:30,79
3-21-2021 19:34,68
3-21-2021 19:39,73
3-21-2021 19:45,69
3-21-2021 19:50,68
3-21-2021 19:54,77
3-21-2021 19:59,72
3-21-2021 20:05,64
3-21-2021 20:10,72
3-21-2021 20:15,69
3-21-2021 20:19,66
3-21-2021 20:24,72
3-21-2021 20:30,73
3-21-2021 20:35,68
3-21-2021 20:39,72
3-21-2021 20:44,73
3-21-2021 20:50,59
3-21-2021 20:55,69
3-21-2021 21:00,66
3-21-2021 21:04,66
3-21-2021 21:09,73
3-21-2021 21:15,52
3-21-2021 21:20,53
3-21-2021 21:24,48
3-21-2021 21:29,62
3-21-2021 21:35,62
3-21-2021 21:40,53
3-21-2021 21:45,56
3-21-2021 21:49,60
3-21-2021 21:54,55
3-21-2021 22:00,57
3-21-2021 22:05,55
3-21-2021 22:09,39
3-21-2021 22:14,56
3-21-2021 22:20,45
3-21-2021 22:25,43
3-21-2021 22:30,60
3-21-2021 22:34,44
3-21-2021 22:39,41
3-21-2021 22:45,48
3-21-2021 22:50,43
3-21-2021 22:54,23
3-21-2021 22:59,39
3-21-2021 23:05,41
3-21-2021 23:10,32
3-21-2021 23:15,41
3-21-2021 23:19,44
3-21-2021 23:24,27
3-21-2021 23:30,41
3-21-2021 23:35,41
3-21-2021 23:39,28
3-21-2021 23:44,34
3-21-2021 23:50,37
3-21-2021 23:55,21
3-22-2021 0:00,28
3-22-2021 0:04,28
3-22-2021 0:09,20
3-22-2021 0:15,32
3-22-2021 0:20,23
3-22-2021 0:24,22
3-22-2021 0:29,18
3-22-2021 0:35,27
3-22-2021 0:40,11
3-22-2021 0:45,25
3-22-2021 0:49,13
3-22-2021 0:54,16
3-22-2021 1:00,19
3-22-2021 1:05,19
3-22-2021 1:09,20
3-22-2021 1:14,17
3-22-2021 1:20,15
3-22-2021 1:25,13
3-22-2021 1:30,15
3-22-2021 1:34,14
3-22-2021 1:39,13
3-22-2021 1:45,14
3-22-2021 1:50,13
3-22-2021 1:54,21
3-22-2021 1:59,15
3-22-2021 2:05,19
3-22-2021 2:10,12
3-22-2021 2:15,18
3-22-2021 2:19,12
3-22-2021 2:24,13
3-22-2021 2:30,15
3-22-2021 2:35,11
3-22-2021 2:39,16
3-22-2021 2:44,13
3-22-2021 2:50,11
3-22-2021 2:55,12
3-22-2021 3:00,17
3-22-2021 3:04,18
3-22-2021 3:09,16
3-22-2021 3:15,16
3-22-2021 3:20,15
3-22-2021 3:24,10
3-22-2021 3:29,9
3-22-2021 3:35,17
3-22-2021 3:40,20
3-22-2021 3:45,12
3-22-2021 3:49,16
3-22-2021 3:54,13
3-22-2021 4:00,13
3-22-2021 4:05,12
3-22-2021 4:09,13
3-22-2021 4:14,15
3-22-2021 4:20,13
3-22-2021 4:25,16
3-22-2021 4:30,13
3-22-2021 4:34,20
3-22-2021 4:39,18
3-22-2021 4:45,19
3-22-2021 4:50,19
3-22-2021 4:54,18
3-22-2021 4:59,23
3-22-2021 5:05,17
3-22-2021 5:10,25
3-22-2021 5:15,24
3-22-2021 5:19,30
3-22-2021 5:24,23
3-22-2021 5:30,28
3-22-2021 5:35,31
3-22-2021 5:39,25
3-22-2021 5:44,43
3-22-2021 5:50,38
3-22-2021 5:55,36
3-22-2021 6:00,30
3-22-2021 6:04,45
3-22-2021 6:09,43
3-22-2021 6:15,57
3-22-2021 6:20,48
3-22-2021 6:24,53
3-22-2021 6:29,51
3-22-2021 6:35,64
3-22-2021 6:40,62
3-22-2021 6:45,76
3-22-2021 6:49,76
3-22-2021 6:54,60
3-22-2021 7:00,67
3-22-2021 7:05,60
3-22-2021 7:09,61
3-22-2021 7:14,78
3-22-2021 7:20,74
3-22-2021 7:25,59
3-22-2021 7:30,65
3-22-2021 7:34,69
3-22-2021 7:39,64
3-22-2021 7:45,82
3-22-2021 7:50,70
3-22-2021 7:54,85
3-22-2021 7:59,57
3-22-2021 8:05,68
3-22-2021 8:10,86
3-22-2021 8:15,72
3-22-2021 8:19,74
3-22-2021 8:24,83
3-22-2021 8:30,62
3-22-2021 8:35,65
3-22-2021 8:39,83
3-22-2021 8:44,79
3-22-2021 8:50,57
3-22-2021 8:55,75
3-22-2021 9:00,65
3-22-2021 9:04,51
3-22-2021 9:09,80
3-22-2021 9:15,53
3-22-2021 9:20,70
3-22-2021 9:24,63
3-22-2021 9:29,66
3-22-2021 9:35,71
3-22-2021 9:40,60
3-22-2021 9:45,76
3-22-2021 9:49,73
3-22-2021 9:54,53
3-22-2021 10:00,65
3-22-2021 10:05,66
3-22-2021 10:09,62
3-22-2021 10:14,72
3-22-2021 10:20,73
3-22-2021 10:25,59
3-22-2021 10:30,63
3-22-2021 10:34,69
3-22-2021 10:39,66
3-22-2021 10:45,72
3-22-2021 10:50,69
3-22-2021 10:54,62
3-22-2021 10:59,69
3-22-2021 11:05,75
3-22-2021 11:10,62
3-22-2021 11:15,70
3-22-2021 11:19,67
3-22-2021 11:24,67
3-22-2021 11:30,76
3-22-2021 11:35,72
3-22-2021 11:39,63
3-22-2021 11:44,79
3-22-2021 11:50,73
3-22-2021 11:55,61
3-22-2021 12:00,68
3-22-2021 12:04,60
3-22-2021 12:09,57
3-22-2021 12:15,78
3-22-2021 12:20,76
3-22-2021 12:24,62
3-22-2021 12:29,70
3-22-2021 12:35,71
3-22-2021 12:40,55
3-22-2021 12:45,83
3-22-2021 12:49,75
3-22-2021 12:54,61
3-22-2021 13:00,69
3-22-2021 13:05,70
3-22-2021 13:09,61
3-22-2021 13:14,77
3-22-2021 13:20,75
3-22-2021 13:25,69
3-22-2021 13:30,71
3-22-2021 13:34,57
3-22-2021 13:39,90
3-22-2021 13:45,81
3-22-2021 13:50,59
3-22-2021 13:54,64
3-22-2021 13:59,69
3-22-2021 14:05,69
3-22-2021 14:10,62
3-22-2021 14:15,69
3-22-2021 14:19,75
3-22-2021 14:24,61
3-22-2021 14:30,67
3-22-2021 14:35,64
3-22-2021 14:39,76
3-22-2021 14:44,63
3-22-2021 14:50,76
3-22-2021 14:55,73
3-22-2021 15:00,62
3-22-2021 15:04,76
3-22-2021 15:09,76
3-22-2021 15:15,59
3-22-2021 15:20,81
3-22-2021 15:24,76
3-22-2021 15:29,65
3-22-2021 15:35,72
3-22-2021 15:40,74
3-22-2021 15:45,63
3-22-2021 15:49,79
3-22-2021 15:54,74
3-22-2021 16:00,64
3-22-2021 16:05,74
3-22-2021 16:09,73
3-22-2021 16:14,62
3-22-2021 16:20,79
3-22-2021 16:25,72
3-22-2021 16:30,60
3-22-2021 16:34,64
3-22-2021 16:39,71
3-22-2021 16:45,63
3-22-2021 16:50,79
3-22-2021 16:54,73
3-22-2021 16:59,69
3-22-2021 17:05,73
3-22-2021 17:10,73
3-22-2021 17:15,62
3-22-2021 17:19,76
3-22-2021 17:24,70
3-22-2021 17:30,64
3-22-2021 17:35,75
3-22-2021 17:39,71
3-22-2021 17:44,65
3-22-2021 17:50,73
3-22-2021 17:55,59
3-22-2021 18:00,65
3-22-2021 18:04,65
3-22-2021 18:09,66
3-22-2021 18:15,63
3-22-2021 18:20,76
3-22-2021 18:24,69
3-22-2021 18:29,68
3-22-2021 18:35,63
3-22-2021 18:40,76
3-22-2021 18:45,71
3-22-2021 18:49,63
3-22-2021 18:54,71
3-22-2021 19:00,70
3-22-2021 19:05,60
3-22-2021 19:09,80
3-22-2021 19:14,65
3-22-2021 19:20,65
3-22-2021 19:25,76
3-22-2021 19:30,72
3-22-2021 19:34,67
3-22-2021 19:39,77
3-22-2021 19:45,69
3-22-2021 19:50,67
3-22-2021 19:54,73
3-22-2021 19:59,68
3-22-2021 20:05,62
